directorio_hog,ingreso,gasto
19836101,4581666.66666667,2133000
19836201,2891666.66666667,2721833.33333333
19836301,5990833.33333333,3726697.27777778
19836501,1790000,3067953.33333333
19836601,719500,941866.666666667
19836701,12401666.6666667,8714462.66666667
19836801,900000,861358.333333333
19838201,785083.333333333,1757176.66666667
19838301,500000,648000
19839501,1266666.66666667,9077233.33333333
19839601,5408333.33333333,2652182.16666667
19839901,NA,301500
19842401,8000000,4131333.33333333
19844101,3600000,4617242.94444444
19844201,300000,1199700
19844202,1496000,1538750
19844401,480000,872000
19844402,200000,559000
19844403,1410000,2461921.66666667
19844501,2969766.66666667,2030839.66666667
19844601,1566850,1361729.58333333
19844701,2166800,1236213.33333333
19844801,1000000,1885533.33333333
19844901,2350000,2818461.33333333
19845001,2278933.33333333,1447416.66666667
19845101,4000000,4549455
19845201,5000000,2754049.77777778
19845301,1060000,3254012.58333333
19845401,NA,1926137.5
19845501,1242166.66666667,864825
19845601,1791083.33333333,5843983.33333333
19845701,2979283.33333333,2614951.5
19845801,958333.333333333,1066136.66666667
19845802,2489166.66666667,1162333.33333333
19845803,NA,1115636.66666667
19845804,3016666.66666667,2381316.66666667
19845901,704466.666666667,534961.916666667
19846001,2768666.66666667,1666732.25
19846101,1018333.33333333,897150
19846102,725000,1128150
19846201,880308.333333333,800472
19846202,2579666.66666667,2362600
19846301,714000,733250
19846401,508333.333333333,890270.333333333
19846501,1135000,1106541.66666667
19846701,812166.666666667,1194083.33333333
